Códigos de gasto con cantidad física;Cantidades medias consumidas;Periodo;Total
01.1.5.2 T Margarina y otras grasas vegetales (K);Cantidad consumida media por unidad de consumo;2018;0,8
01.1.5.2 T Margarina y otras grasas vegetales (K);Cantidad consumida media por unidad de consumo;2017;0,8
01.1.5.2 T Margarina y otras grasas vegetales (K);Cantidad consumida media por unidad de consumo;2016;0,9
01.1.5.2 T Margarina y otras grasas vegetales (K);Cantidad consumida media por unidad de consumo;2015;1
01.1.5.2 T Margarina y otras grasas vegetales (K);Cantidad consumida media por unidad de consumo;2014;1
01.1.5.2 T Margarina y otras grasas vegetales (K);Cantidad consumida media por unidad de consumo;2013;1
01.1.5.2 T Margarina y otras grasas vegetales (K);Cantidad consumida media por unidad de consumo;2012;1
01.1.5.2 T Margarina y otras grasas vegetales (K);Cantidad consumida media por unidad de consumo;2011;1
01.1.5.2 T Margarina y otras grasas vegetales (K);Cantidad consumida media por unidad de consumo;2010;1,2
01.1.5.2 T Margarina y otras grasas vegetales (K);Cantidad consumida media por unidad de consumo;2009;1,1
01.1.5.2 T Margarina y otras grasas vegetales (K);Cantidad consumida media por unidad de consumo;2008;1,1
01.1.5.2 T Margarina y otras grasas vegetales (K);Cantidad consumida media por unidad de consumo;2007;1
01.1.5.2 T Margarina y otras grasas vegetales (K);Cantidad consumida media por unidad de consumo;2006;0,9
01.1.5.3 T Aceite de oliva (L);Cantidad consumida total (miles de unidades);2023;376.542
01.1.5.3 T Aceite de oliva (L);Cantidad consumida total (miles de unidades);2022;420.055
01.1.5.3 T Aceite de oliva (L);Cantidad consumida total (miles de unidades);2021;405.357
01.1.5.3 T Aceite de oliva (L);Cantidad consumida total (miles de unidades);2020;386.412
01.1.5.3 T Aceite de oliva (L);Cantidad consumida total (miles de unidades);2019;387.464
01.1.5.3 T Aceite de oliva (L);Cantidad consumida total (miles de unidades);2018;413.305
01.1.5.3 T Aceite de oliva (L);Cantidad consumida total (miles de unidades);2017;383.113
01.1.5.3 T Aceite de oliva (L);Cantidad consumida total (miles de unidades);2016;399.116
01.1.5.3 T Aceite de oliva (L);Cantidad consumida total (miles de unidades);2015;419.305
01.1.5.3 T Aceite de oliva (L);Cantidad consumida total (miles de unidades);2014;442.344
01.1.5.3 T Aceite de oliva (L);Cantidad consumida total (miles de unidades);2013;440.081
01.1.5.3 T Aceite de oliva (L);Cantidad consumida total (miles de unidades);2012;486.696
01.1.5.3 T Aceite de oliva (L);Cantidad consumida total (miles de unidades);2011;489.337
01.1.5.3 T Aceite de oliva (L);Cantidad consumida total (miles de unidades);2010;491.068
01.1.5.3 T Aceite de oliva (L);Cantidad consumida total (miles de unidades);2009;514.055
01.1.5.3 T Aceite de oliva (L);Cantidad consumida total (miles de unidades);2008;513.195
01.1.5.3 T Aceite de oliva (L);Cantidad consumida total (miles de unidades);2007;505.920
01.1.5.3 T Aceite de oliva (L);Cantidad consumida total (miles de unidades);2006;475.756
01.1.5.3 T Aceite de oliva (L);Cantidad consumida media por hogar;2023;19,5
01.1.5.3 T Aceite de oliva (L);Cantidad consumida media por hogar;2022;22,1
01.1.5.3 T Aceite de oliva (L);Cantidad consumida media por hogar;2021;21,5
01.1.5.3 T Aceite de oliva (L);Cantidad consumida media por hogar;2020;20,5
01.1.5.3 T Aceite de oliva (L);Cantidad consumida media por hogar;2019;20,7
01.1.5.3 T Aceite de oliva (L);Cantidad consumida media por hogar;2018;22,2
01.1.5.3 T Aceite de oliva (L);Cantidad consumida media por hogar;2017;20,7
01.1.5.3 T Aceite de oliva (L);Cantidad consumida media por hogar;2016;21,6
01.1.5.3 T Aceite de oliva (L);Cantidad consumida media por hogar;2015;22,8
01.1.5.3 T Aceite de oliva (L);Cantidad consumida media por hogar;2014;24,2
01.1.5.3 T Aceite de oliva (L);Cantidad consumida media por hogar;2013;24,2
01.1.5.3 T Aceite de oliva (L);Cantidad consumida media por hogar;2012;26,9
01.1.5.3 T Aceite de oliva (L);Cantidad consumida media por hogar;2011;27,3
01.1.5.3 T Aceite de oliva (L);Cantidad consumida media por hogar;2010;27,8
01.1.5.3 T Aceite de oliva (L);Cantidad consumida media por hogar;2009;29,6
01.1.5.3 T Aceite de oliva (L);Cantidad consumida media por hogar;2008;30,1
01.1.5.3 T Aceite de oliva (L);Cantidad consumida media por hogar;2007;30,4
01.1.5.3 T Aceite de oliva (L);Cantidad consumida media por hogar;2006;29,4
01.1.5.3 T Aceite de oliva (L);Cantidad consumida media por persona;2023;7,8
01.1.5.3 T Aceite de oliva (L);Cantidad consumida media por persona;2022;8,9
01.1.5.3 T Aceite de oliva (L);Cantidad consumida media por persona;2021;8,7
01.1.5.3 T Aceite de oliva (L);Cantidad consumida media por persona;2020;8,2
01.1.5.3 T Aceite de oliva (L);Cantidad consumida media por persona;2019;8,3
01.1.5.3 T Aceite de oliva (L);Cantidad consumida media por persona;2018;8,9
01.1.5.3 T Aceite de oliva (L);Cantidad consumida media por persona;2017;8,3
01.1.5.3 T Aceite de oliva (L);Cantidad consumida media por persona;2016;8,7
01.1.5.3 T Aceite de oliva (L);Cantidad consumida media por persona;2015;9,1
01.1.5.3 T Aceite de oliva (L);Cantidad consumida media por persona;2014;9,6
01.1.5.3 T Aceite de oliva (L);Cantidad consumida media por persona;2013;9,5
01.1.5.3 T Aceite de oliva (L);Cantidad consumida media por persona;2012;10,5
01.1.5.3 T Aceite de oliva (L);Cantidad consumida media por persona;2011;10,6
01.1.5.3 T Aceite de oliva (L);Cantidad consumida media por persona;2010;10,6
01.1.5.3 T Aceite de oliva (L);Cantidad consumida media por persona;2009;11,2
01.1.5.3 T Aceite de oliva (L);Cantidad consumida media por persona;2008;11,3
01.1.5.3 T Aceite de oliva (L);Cantidad consumida media por persona;2007;11,3
01.1.5.3 T Aceite de oliva (L);Cantidad consumida media por persona;2006;10,8
01.1.5.3 T Aceite de oliva (L);Cantidad consumida media por unidad de consumo;2023;11,6
01.1.5.3 T Aceite de oliva (L);Cantidad consumida media por unidad de consumo;2022;13,2
01.1.5.3 T Aceite de oliva (L);Cantidad consumida media por unidad de consumo;2021;12,8
01.1.5.3 T Aceite de oliva (L);Cantidad consumida media por unidad de consumo;2020;12,2
01.1.5.3 T Aceite de oliva (L);Cantidad consumida media por unidad de consumo;2019;12,3
01.1.5.3 T Aceite de oliva (L);Cantidad consumida media por unidad de consumo;2018;13,2
01.1.5.3 T Aceite de oliva (L);Cantidad consumida media por unidad de consumo;2017;12,3
01.1.5.3 T Aceite de oliva (L);Cantidad consumida media por unidad de consumo;2016;12,9
01.1.5.3 T Aceite de oliva (L);Cantidad consumida media por unidad de consumo;2015;13,6
01.1.5.3 T Aceite de oliva (L);Cantidad consumida media por unidad de consumo;2014;14,3
01.1.5.3 T Aceite de oliva (L);Cantidad consumida media por unidad de consumo;2013;14,2
01.1.5.3 T Aceite de oliva (L);Cantidad consumida media por unidad de consumo;2012;15,7
01.1.5.3 T Aceite de oliva (L);Cantidad consumida media por unidad de consumo;2011;15,9
01.1.5.3 T Aceite de oliva (L);Cantidad consumida media por unidad de consumo;2010;16
01.1.5.3 T Aceite de oliva (L);Cantidad consumida media por unidad de consumo;2009;16,9
01.1.5.3 T Aceite de oliva (L);Cantidad consumida media por unidad de consumo;2008;17
01.1.5.3 T Aceite de oliva (L);Cantidad consumida media por unidad de consumo;2007;17,1
01.1.5.3 T Aceite de oliva (L);Cantidad consumida media por unidad de consumo;2006;16,4
01.1.5.4 T Otros aceites (L);Cantidad consumida total (miles de unidades);2023;210.188
01.1.5.4 T Otros aceites (L);Cantidad consumida total (miles de unidades);2022;147.421
01.1.5.4 T Otros aceites (L);Cantidad consumida total (miles de unidades);2021;164.634
01.1.5.4 T Otros aceites (L);Cantidad consumida total (miles de unidades);2020;144.666
01.1.5.4 T Otros aceites (L);Cantidad consumida total (miles de unidades);2019;150.706
01.1.5.4 T Otros aceites (L);Cantidad consumida total (miles de unidades);2018;159.172
01.1.5.4 T Otros aceites (L);Cantidad consumida total (miles de unidades);2017;166.255
01.1.5.4 T Otros aceites (L);Cantidad consumida total (miles de unidades);2016;173.381
01.1.5.4 T Otros aceites (L);Cantidad consumida total (miles de unidades);2015;193.243
01.1.5.4 T Otros aceites (L);Cantidad consumida total (miles de unidades);2014;184.068
01.1.5.4 T Otros aceites (L);Cantidad consumida total (miles de unidades);2013;182.595
01.1.5.4 T Otros aceites (L);Cantidad consumida total (miles de unidades);2012;178.243
01.1.5.4 T Otros aceites (L);Cantidad consumida total (miles de unidades);2011;185.904
01.1.5.4 T Otros aceites (L);Cantidad consumida total (miles de unidades);2010;200.356
01.1.5.4 T Otros aceites (L);Cantidad consumida total (miles de unidades);2009;215.142
01.1.5.4 T Otros aceites (L);Cantidad consumida total (miles de unidades);2008;211.833
01.1.5.4 T Otros aceites (L);Cantidad consumida total (miles de unidades);2007;197.323
01.1.5.4 T Otros aceites (L);Cantidad consumida total (miles de unidades);2006;196.089
01.1.5.4 T Otros aceites (L);Cantidad consumida media por hogar;2023;10,9
01.1.5.4 T Otros aceites (L);Cantidad consumida media por hogar;2022;7,7
01.1.5.4 T Otros aceites (L);Cantidad consumida media por hogar;2021;8,7
01.1.5.4 T Otros aceites (L);Cantidad consumida media por hogar;2020;7,7
01.1.5.4 T Otros aceites (L);Cantidad consumida media por hogar;2019;8
01.1.5.4 T Otros aceites (L);Cantidad consumida media por hogar;2018;8,5
01.1.5.4 T Otros aceites (L);Cantidad consumida media por hogar;2017;9
01.1.5.4 T Otros aceites (L);Cantidad consumida media por hogar;2016;9,4
01.1.5.4 T Otros aceites (L);Cantidad consumida media por hogar;2015;10,5
01.1.5.4 T Otros aceites (L);Cantidad consumida media por hogar;2014;10,1
01.1.5.4 T Otros aceites (L);Cantidad consumida media por hogar;2013;10
01.1.5.4 T Otros aceites (L);Cantidad consumida media por hogar;2012;9,9
01.1.5.4 T Otros aceites (L);Cantidad consumida media por hogar;2011;10,4
01.1.5.4 T Otros aceites (L);Cantidad consumida media por hogar;2010;11,4
01.1.5.4 T Otros aceites (L);Cantidad consumida media por hogar;2009;12,4
01.1.5.4 T Otros aceites (L);Cantidad consumida media por hogar;2008;12,4
01.1.5.4 T Otros aceites (L);Cantidad consumida media por hogar;2007;11,9
01.1.5.4 T Otros aceites (L);Cantidad consumida media por hogar;2006;12,1
01.1.5.4 T Otros aceites (L);Cantidad consumida media por persona;2023;4,4
01.1.5.4 T Otros aceites (L);Cantidad consumida media por persona;2022;3,1
01.1.5.4 T Otros aceites (L);Cantidad consumida media por persona;2021;3,5
01.1.5.4 T Otros aceites (L);Cantidad consumida media por persona;2020;3,1
01.1.5.4 T Otros aceites (L);Cantidad consumida media por persona;2019;3,2
01.1.5.4 T Otros aceites (L);Cantidad consumida media por persona;2018;3,4
01.1.5.4 T Otros aceites (L);Cantidad consumida media por persona;2017;3,6
01.1.5.4 T Otros aceites (L);Cantidad consumida media por persona;2016;3,8
01.1.5.4 T Otros aceites (L);Cantidad consumida media por persona;2015;4,2
01.1.5.4 T Otros aceites (L);Cantidad consumida media por persona;2014;4
01.1.5.4 T Otros aceites (L);Cantidad consumida media por persona;2013;4
01.1.5.4 T Otros aceites (L);Cantidad consumida media por persona;2012;3,8
01.1.5.4 T Otros aceites (L);Cantidad consumida media por persona;2011;4
01.1.5.4 T Otros aceites (L);Cantidad consumida media por persona;2010;4,3
01.1.5.4 T Otros aceites (L);Cantidad consumida media por persona;2009;4,7
01.1.5.4 T Otros aceites (L);Cantidad consumida media por persona;2008;4,6
01.1.5.4 T Otros aceites (L);Cantidad consumida media por persona;2007;4,4
01.1.5.4 T Otros aceites (L);Cantidad consumida media por persona;2006;4,5
01.1.5.4 T Otros aceites (L);Cantidad consumida media por unidad de consumo;2023;6,5
01.1.5.4 T Otros aceites (L);Cantidad consumida media por unidad de consumo;2022;4,6
01.1.5.4 T Otros aceites (L);Cantidad consumida media por unidad de consumo;2021;5,2
01.1.5.4 T Otros aceites (L);Cantidad consumida media por unidad de consumo;2020;4,6
01.1.5.4 T Otros aceites (L);Cantidad consumida media por unidad de consumo;2019;4,8
01.1.5.4 T Otros aceites (L);Cantidad consumida media por unidad de consumo;2018;5,1
01.1.5.4 T Otros aceites (L);Cantidad consumida media por unidad de consumo;2017;5,4
01.1.5.4 T Otros aceites (L);Cantidad consumida media por unidad de consumo;2016;5,6
01.1.5.4 T Otros aceites (L);Cantidad consumida media por unidad de consumo;2015;6,3
01.1.5.4 T Otros aceites (L);Cantidad consumida media por unidad de consumo;2014;6
01.1.5.4 T Otros aceites (L);Cantidad consumida media por unidad de consumo;2013;5,9
01.1.5.4 T Otros aceites (L);Cantidad consumida media por unidad de consumo;2012;5,8
01.1.5.4 T Otros aceites (L);Cantidad consumida media por unidad de consumo;2011;6
01.1.5.4 T Otros aceites (L);Cantidad consumida media por unidad de consumo;2010;6,5
01.1.5.4 T Otros aceites (L);Cantidad consumida media por unidad de consumo;2009;7,1
01.1.5.4 T Otros aceites (L);Cantidad consumida media por unidad de consumo;2008;7
01.1.5.4 T Otros aceites (L);Cantidad consumida media por unidad de consumo;2007;6,7
01.1.5.4 T Otros aceites (L);Cantidad consumida media por unidad de consumo;2006;6,8
01.1.6.1 T Cítricos (frescos o refrigerados) (K);Cantidad consumida total (miles de unidades);2023;892.713
01.1.6.1 T Cítricos (frescos o refrigerados) (K);Cantidad consumida total (miles de unidades);2022;953.480
01.1.6.1 T Cítricos (frescos o refrigerados) (K);Cantidad consumida total (miles de unidades);2021;1.021.931
01.1.6.1 T Cítricos (frescos o refrigerados) (K);Cantidad consumida total (miles de unidades);2020;1.050.941
01.1.6.1 T Cítricos (frescos o refrigerados) (K);Cantidad consumida total (miles de unidades);2019;1.039.594
01.1.6.1 T Cítricos (frescos o refrigerados) (K);Cantidad consumida total (miles de unidades);2018;1.134.470
01.1.6.1 T Cítricos (frescos o refrigerados) (K);Cantidad consumida total (miles de unidades);2017;1.136.748
01.1.6.1 T Cítricos (frescos o refrigerados) (K);Cantidad consumida total (miles de unidades);2016;1.149.331
01.1.6.1 T Cítricos (frescos o refrigerados) (K);Cantidad consumida total (miles de unidades);2015;1.125.070
01.1.6.1 T Cítricos (frescos o refrigerados) (K);Cantidad consumida total (miles de unidades);2014;1.079.600
01.1.6.1 T Cítricos (frescos o refrigerados) (K);Cantidad consumida total (miles de unidades);2013;1.105.594
01.1.6.1 T Cítricos (frescos o refrigerados) (K);Cantidad consumida total (miles de unidades);2012;1.135.543
01.1.6.1 T Cítricos (frescos o refrigerados) (K);Cantidad consumida total (miles de unidades);2011;1.128.720
01.1.6.1 T Cítricos (frescos o refrigerados) (K);Cantidad consumida total (miles de unidades);2010;1.126.707
01.1.6.1 T Cítricos (frescos o refrigerados) (K);Cantidad consumida total (miles de unidades);2009;1.088.846
01.1.6.1 T Cítricos (frescos o refrigerados) (K);Cantidad consumida total (miles de unidades);2008;1.076.815
01.1.6.1 T Cítricos (frescos o refrigerados) (K);Cantidad consumida total (miles de unidades);2007;1.179.711
01.1.6.1 T Cítricos (frescos o refrigerados) (K);Cantidad consumida total (miles de unidades);2006;1.045.701
01.1.6.1 T Cítricos (frescos o refrigerados) (K);Cantidad consumida media por hogar;2023;46,2
01.1.6.1 T Cítricos (frescos o refrigerados) (K);Cantidad consumida media por hogar;2022;50,1
01.1.6.1 T Cítricos (frescos o refrigerados) (K);Cantidad consumida media por hogar;2021;54,2
01.1.6.1 T Cítricos (frescos o refrigerados) (K);Cantidad consumida media por hogar;2020;55,8
01.1.6.1 T Cítricos (frescos o refrigerados) (K);Cantidad consumida media por hogar;2019;55,5
01.1.6.1 T Cítricos (frescos o refrigerados) (K);Cantidad consumida media por hogar;2018;60,9
01.1.6.1 T Cítricos (frescos o refrigerados) (K);Cantidad consumida media por hogar;2017;61,4
01.1.6.1 T Cítricos (frescos o refrigerados) (K);Cantidad consumida media por hogar;2016;62,3
